static 'static'	 [StartOfLine]	Loc=<./data/output/code_11000.c:1:1>
identifier 'AV_CODEC_ID_H264'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:123:10>
colon ':'		Loc=<./data/output/code_11000.c:123:26>
identifier 'ff_rtp_send_h264'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:125:9>
l_paren '('		Loc=<./data/output/code_11000.c:125:25>
identifier 's1'		Loc=<./data/output/code_11000.c:125:26>
comma ','		Loc=<./data/output/code_11000.c:125:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:125:30>
arrow '->'		Loc=<./data/output/code_11000.c:125:33>
identifier 'data'		Loc=<./data/output/code_11000.c:125:35>
comma ','		Loc=<./data/output/code_11000.c:125:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:125:41>
r_paren ')'		Loc=<./data/output/code_11000.c:125:45>
semi ';'		Loc=<./data/output/code_11000.c:125:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:127:9>
semi ';'		Loc=<./data/output/code_11000.c:127:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:129:5>
identifier 'AV_CODEC_ID_H261'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:129:10>
colon ':'		Loc=<./data/output/code_11000.c:129:26>
identifier 'ff_rtp_send_h261'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:131:9>
l_paren '('		Loc=<./data/output/code_11000.c:131:25>
identifier 's1'		Loc=<./data/output/code_11000.c:131:26>
comma ','		Loc=<./data/output/code_11000.c:131:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:131:30>
arrow '->'		Loc=<./data/output/code_11000.c:131:33>
identifier 'data'		Loc=<./data/output/code_11000.c:131:35>
comma ','		Loc=<./data/output/code_11000.c:131:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:131:41>
r_paren ')'		Loc=<./data/output/code_11000.c:131:45>
semi ';'		Loc=<./data/output/code_11000.c:131:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:133:9>
semi ';'		Loc=<./data/output/code_11000.c:133:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:135:5>
identifier 'AV_CODEC_ID_H263'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:135:10>
colon ':'		Loc=<./data/output/code_11000.c:135:26>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:137:9>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:137:12>
identifier 's'		Loc=<./data/output/code_11000.c:137:13>
arrow '->'		Loc=<./data/output/code_11000.c:137:14>
identifier 'flags'		Loc=<./data/output/code_11000.c:137:16>
amp '&'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:137:22>
identifier 'FF_RTP_FLAG_RFC2190'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:137:24>
r_paren ')'		Loc=<./data/output/code_11000.c:137:43>
l_brace '{'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:137:45>
int 'int'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:139:13>
identifier 'mb_info_size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:139:17>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:139:30>
numeric_constant '0'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:139:32>
semi ';'		Loc=<./data/output/code_11000.c:139:33>
const 'const'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:141:13>
identifier 'uint8_t'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:141:19>
star '*'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:141:27>
identifier 'mb_info'		Loc=<./data/output/code_11000.c:141:28>
equal '='	 [LeadingSpace]	Loc=<./data/output/code_11000.c:141:36>
identifier 'av_packet_get_side_data'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:143:17>
l_paren '('		Loc=<./data/output/code_11000.c:143:40>
identifier 'pkt'		Loc=<./data/output/code_11000.c:143:41>
comma ','		Loc=<./data/output/code_11000.c:143:44>
identifier 'AV_PKT_DATA_H263_MB_INFO'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:143:46>
comma ','		Loc=<./data/output/code_11000.c:143:70>
amp '&'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:145:41>
identifier 'mb_info_size'		Loc=<./data/output/code_11000.c:145:42>
r_paren ')'		Loc=<./data/output/code_11000.c:145:54>
semi ';'		Loc=<./data/output/code_11000.c:145:55>
identifier 'ff_rtp_send_h263_rfc2190'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:147:13>
l_paren '('		Loc=<./data/output/code_11000.c:147:37>
identifier 's1'		Loc=<./data/output/code_11000.c:147:38>
comma ','		Loc=<./data/output/code_11000.c:147:40>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:147:42>
arrow '->'		Loc=<./data/output/code_11000.c:147:45>
identifier 'data'		Loc=<./data/output/code_11000.c:147:47>
comma ','		Loc=<./data/output/code_11000.c:147:51>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:147:53>
comma ','		Loc=<./data/output/code_11000.c:147:57>
identifier 'mb_info'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:147:59>
comma ','		Loc=<./data/output/code_11000.c:147:66>
identifier 'mb_info_size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:147:68>
r_paren ')'		Loc=<./data/output/code_11000.c:147:80>
semi ';'		Loc=<./data/output/code_11000.c:147:81>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:149:13>
semi ';'		Loc=<./data/output/code_11000.c:149:18>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:151:9>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:155:5>
identifier 'AV_CODEC_ID_H263P'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:155:10>
colon ':'		Loc=<./data/output/code_11000.c:155:27>
identifier 'ff_rtp_send_h263'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:157:9>
l_paren '('		Loc=<./data/output/code_11000.c:157:25>
identifier 's1'		Loc=<./data/output/code_11000.c:157:26>
comma ','		Loc=<./data/output/code_11000.c:157:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:157:30>
arrow '->'		Loc=<./data/output/code_11000.c:157:33>
identifier 'data'		Loc=<./data/output/code_11000.c:157:35>
comma ','		Loc=<./data/output/code_11000.c:157:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:157:41>
r_paren ')'		Loc=<./data/output/code_11000.c:157:45>
semi ';'		Loc=<./data/output/code_11000.c:157:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:159:9>
semi ';'		Loc=<./data/output/code_11000.c:159:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:161:5>
identifier 'AV_CODEC_ID_HEVC'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:161:10>
colon ':'		Loc=<./data/output/code_11000.c:161:26>
identifier 'ff_rtp_send_hevc'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:163:9>
l_paren '('		Loc=<./data/output/code_11000.c:163:25>
identifier 's1'		Loc=<./data/output/code_11000.c:163:26>
comma ','		Loc=<./data/output/code_11000.c:163:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:163:30>
arrow '->'		Loc=<./data/output/code_11000.c:163:33>
identifier 'data'		Loc=<./data/output/code_11000.c:163:35>
comma ','		Loc=<./data/output/code_11000.c:163:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:163:41>
r_paren ')'		Loc=<./data/output/code_11000.c:163:45>
semi ';'		Loc=<./data/output/code_11000.c:163:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:165:9>
semi ';'		Loc=<./data/output/code_11000.c:165:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:167:5>
identifier 'AV_CODEC_ID_VORBIS'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:167:10>
colon ':'		Loc=<./data/output/code_11000.c:167:28>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:169:5>
identifier 'AV_CODEC_ID_THEORA'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:169:10>
colon ':'		Loc=<./data/output/code_11000.c:169:28>
identifier 'ff_rtp_send_xiph'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:171:9>
l_paren '('		Loc=<./data/output/code_11000.c:171:25>
identifier 's1'		Loc=<./data/output/code_11000.c:171:26>
comma ','		Loc=<./data/output/code_11000.c:171:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:171:30>
arrow '->'		Loc=<./data/output/code_11000.c:171:33>
identifier 'data'		Loc=<./data/output/code_11000.c:171:35>
comma ','		Loc=<./data/output/code_11000.c:171:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:171:41>
r_paren ')'		Loc=<./data/output/code_11000.c:171:45>
semi ';'		Loc=<./data/output/code_11000.c:171:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:173:9>
semi ';'		Loc=<./data/output/code_11000.c:173:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:175:5>
identifier 'AV_CODEC_ID_VP8'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:175:10>
colon ':'		Loc=<./data/output/code_11000.c:175:25>
identifier 'ff_rtp_send_vp8'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:177:9>
l_paren '('		Loc=<./data/output/code_11000.c:177:24>
identifier 's1'		Loc=<./data/output/code_11000.c:177:25>
comma ','		Loc=<./data/output/code_11000.c:177:27>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:177:29>
arrow '->'		Loc=<./data/output/code_11000.c:177:32>
identifier 'data'		Loc=<./data/output/code_11000.c:177:34>
comma ','		Loc=<./data/output/code_11000.c:177:38>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:177:40>
r_paren ')'		Loc=<./data/output/code_11000.c:177:44>
semi ';'		Loc=<./data/output/code_11000.c:177:45>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:179:9>
semi ';'		Loc=<./data/output/code_11000.c:179:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:181:5>
identifier 'AV_CODEC_ID_ILBC'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:181:10>
colon ':'		Loc=<./data/output/code_11000.c:181:26>
identifier 'rtp_send_ilbc'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:183:9>
l_paren '('		Loc=<./data/output/code_11000.c:183:22>
identifier 's1'		Loc=<./data/output/code_11000.c:183:23>
comma ','		Loc=<./data/output/code_11000.c:183:25>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:183:27>
arrow '->'		Loc=<./data/output/code_11000.c:183:30>
identifier 'data'		Loc=<./data/output/code_11000.c:183:32>
comma ','		Loc=<./data/output/code_11000.c:183:36>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:183:38>
r_paren ')'		Loc=<./data/output/code_11000.c:183:42>
semi ';'		Loc=<./data/output/code_11000.c:183:43>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:185:9>
semi ';'		Loc=<./data/output/code_11000.c:185:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:187:5>
identifier 'AV_CODEC_ID_MJPEG'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:187:10>
colon ':'		Loc=<./data/output/code_11000.c:187:27>
identifier 'ff_rtp_send_jpeg'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:189:9>
l_paren '('		Loc=<./data/output/code_11000.c:189:25>
identifier 's1'		Loc=<./data/output/code_11000.c:189:26>
comma ','		Loc=<./data/output/code_11000.c:189:28>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:189:30>
arrow '->'		Loc=<./data/output/code_11000.c:189:33>
identifier 'data'		Loc=<./data/output/code_11000.c:189:35>
comma ','		Loc=<./data/output/code_11000.c:189:39>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:189:41>
r_paren ')'		Loc=<./data/output/code_11000.c:189:45>
semi ';'		Loc=<./data/output/code_11000.c:189:46>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:191:9>
semi ';'		Loc=<./data/output/code_11000.c:191:14>
case 'case'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:193:5>
identifier 'AV_CODEC_ID_OPUS'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:193:10>
colon ':'		Loc=<./data/output/code_11000.c:193:26>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:195:9>
l_paren '('	 [LeadingSpace]	Loc=<./data/output/code_11000.c:195:12>
identifier 'size'		Loc=<./data/output/code_11000.c:195:13>
greater '>'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:195:18>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:195:20>
arrow '->'		Loc=<./data/output/code_11000.c:195:21>
identifier 'max_payload_size'		Loc=<./data/output/code_11000.c:195:23>
r_paren ')'		Loc=<./data/output/code_11000.c:195:39>
l_brace '{'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:195:41>
identifier 'av_log'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:197:13>
l_paren '('		Loc=<./data/output/code_11000.c:197:19>
identifier 's1'		Loc=<./data/output/code_11000.c:197:20>
comma ','		Loc=<./data/output/code_11000.c:197:22>
identifier 'AV_LOG_ERROR'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:197:24>
comma ','		Loc=<./data/output/code_11000.c:197:36>
string_literal '"Packet size %d too large for max RTP payload size %d\n"'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:199:20>
comma ','		Loc=<./data/output/code_11000.c:199:76>
identifier 'size'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:201:20>
comma ','		Loc=<./data/output/code_11000.c:201:24>
identifier 's'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:201:26>
arrow '->'		Loc=<./data/output/code_11000.c:201:27>
identifier 'max_payload_size'		Loc=<./data/output/code_11000.c:201:29>
r_paren ')'		Loc=<./data/output/code_11000.c:201:45>
semi ';'		Loc=<./data/output/code_11000.c:201:46>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:203:13>
identifier 'AVERROR'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:203:20>
l_paren '('		Loc=<./data/output/code_11000.c:203:27>
identifier 'EINVAL'		Loc=<./data/output/code_11000.c:203:28>
r_paren ')'		Loc=<./data/output/code_11000.c:203:34>
semi ';'		Loc=<./data/output/code_11000.c:203:35>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:205:9>
default 'default'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:209:5>
colon ':'		Loc=<./data/output/code_11000.c:209:12>
identifier 'rtp_send_raw'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:213:9>
l_paren '('		Loc=<./data/output/code_11000.c:213:21>
identifier 's1'		Loc=<./data/output/code_11000.c:213:22>
comma ','		Loc=<./data/output/code_11000.c:213:24>
identifier 'pkt'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:213:26>
arrow '->'		Loc=<./data/output/code_11000.c:213:29>
identifier 'data'		Loc=<./data/output/code_11000.c:213:31>
comma ','		Loc=<./data/output/code_11000.c:213:35>
identifier 'size'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:213:37>
r_paren ')'		Loc=<./data/output/code_11000.c:213:41>
semi ';'		Loc=<./data/output/code_11000.c:213:42>
break 'break'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:215:9>
semi ';'		Loc=<./data/output/code_11000.c:215:14>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:217:5>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./data/output/code_11000.c:219:5>
numeric_constant '0'	 [LeadingSpace]	Loc=<./data/output/code_11000.c:219:12>
semi ';'		Loc=<./data/output/code_11000.c:219:13>
r_brace '}'	 [StartOfLine]	Loc=<./data/output/code_11000.c:221:1>
eof ''		Loc=<./data/output/code_11000.c:221:2>
